ramal,estacao,ano,passageiros
Deodoro,Engenho Novo,2005,876
Deodoro,Engenho Novo,2006,946
Deodoro,Engenho Novo,2007,1012
Deodoro,Engenho Novo,2008,1091.514
Deodoro,Engenho Novo,2009,1047.964
Deodoro,Engenho Novo,2010,1078.388
Deodoro,Méier,2001,2079.007
Deodoro,Méier,2002,2196.526
Deodoro,Méier,2003,2526.923
Deodoro,Méier,2004,2362
Deodoro,Méier,2005,2342
Deodoro,Méier,2006,2444
Deodoro,Méier,2007,2794
Deodoro,Méier,2008,2974.088
Deodoro,Méier,2009,2822.908
Deodoro,Méier,2010,2833.699
Deodoro,Engenho de Dentro,2001,1825.275
Deodoro,Engenho de Dentro,2002,1853.215
Deodoro,Engenho de Dentro,2003,2133.451
Deodoro,Engenho de Dentro,2004,2058
Deodoro,Engenho de Dentro,2005,2120
Deodoro,Engenho de Dentro,2006,2380
Deodoro,Engenho de Dentro,2007,2682
Deodoro,Engenho de Dentro,2008,2765.92
Deodoro,Engenho de Dentro,2009,2865.358
Deodoro,Engenho de Dentro,2010,3134.256
Deodoro,Piedade,2001,620.075
Deodoro,Piedade,2002,741.673
Deodoro,Piedade,2003,870.066
Deodoro,Piedade,2004,825
Deodoro,Piedade,2005,843
Deodoro,Piedade,2006,905
Deodoro,Piedade,2007,987
Deodoro,Piedade,2008,1021.898
Deodoro,Piedade,2009,980.096
Deodoro,Piedade,2010,1050.41
Deodoro,Quintino Bocaiúva,2001,561.039
Deodoro,Quintino Bocaiúva,2002,562.605
Deodoro,Quintino Bocaiúva,2003,633.725
Deodoro,Quintino Bocaiúva,2004,616
Deodoro,Quintino Bocaiúva,2005,588
Deodoro,Quintino Bocaiúva,2006,596
Deodoro,Quintino Bocaiúva,2007,635
Deodoro,Quintino Bocaiúva,2008,677.925
Deodoro,Quintino Bocaiúva,2009,635.759
Deodoro,Quintino Bocaiúva,2010,651.065
Deodoro,Cascadura,2001,1718.469
Deodoro,Cascadura,2002,1798.625
Deodoro,Cascadura,2003,2061.171
Deodoro,Cascadura,2004,1887
Deodoro,Cascadura,2005,1983
Deodoro,Cascadura,2006,2253
Deodoro,Cascadura,2007,2374
Deodoro,Cascadura,2008,2737.149
Deodoro,Cascadura,2009,2660.05
Deodoro,Cascadura,2010,2630.322
Deodoro,Madureira,2001,3898.139
Deodoro,Madureira,2002,4135.736
Deodoro,Madureira,2003,4756.504
Deodoro,Madureira,2004,4500
Deodoro,Madureira,2005,4618
Deodoro,Madureira,2006,5372
Deodoro,Madureira,2007,5950
Deodoro,Madureira,2008,6336.853
Deodoro,Madureira,2009,6224.453
Deodoro,Madureira,2010,6543.089
Deodoro,Oswaldo Cruz,2001,648.619
Deodoro,Oswaldo Cruz,2002,652.564
Deodoro,Oswaldo Cruz,2003,740.31
Deodoro,Oswaldo Cruz,2004,713
Deodoro,Oswaldo Cruz,2005,712
Deodoro,Oswaldo Cruz,2006,740
Deodoro,Oswaldo Cruz,2007,816
Deodoro,Oswaldo Cruz,2008,877.649
Deodoro,Oswaldo Cruz,2009,815.989
Deodoro,Oswaldo Cruz,2010,798.239
Deodoro,Bento Ribeiro,2001,713.712
Deodoro,Bento Ribeiro,2002,727.332
Deodoro,Bento Ribeiro,2003,826.501
Deodoro,Bento Ribeiro,2004,817
Deodoro,Bento Ribeiro,2005,804
Deodoro,Bento Ribeiro,2006,872
Deodoro,Bento Ribeiro,2007,930
Deodoro,Bento Ribeiro,2008,962.928
Deodoro,Bento Ribeiro,2009,899.261
Deodoro,Bento Ribeiro,2010,939.273
Deodoro,Marechal Hermes,2001,1068.212
Deodoro,Marechal Hermes,2002,1058.627
Deodoro,Marechal Hermes,2003,1179.376
Deodoro,Marechal Hermes,2004,1044
Deodoro,Marechal Hermes,2005,1022
Deodoro,Marechal Hermes,2006,1117
Deodoro,Marechal Hermes,2007,1234
Deodoro,Marechal Hermes,2008,1345.587
Deodoro,Marechal Hermes,2009,1227.283
Deodoro,Marechal Hermes,2010,1221.286
Deodoro,Deodoro,2001,967.846
Deodoro,Deodoro,2002,944.97
Deodoro,Deodoro,2003,1057.866
Deodoro,Deodoro,2004,916
Deodoro,Deodoro,2005,949
Deodoro,Deodoro,2006,1070
Deodoro,Deodoro,2007,1279
Deodoro,Deodoro,2008,1395.478
Deodoro,Deodoro,2009,1332.199
Deodoro,Deodoro,2010,1545.371
Santa Cruz,Vila Militar,2001,62.535
Santa Cruz,Vila Militar,2002,91.637
Santa Cruz,Vila Militar,2003,117.558
Santa Cruz,Vila Militar,2004,155
Santa Cruz,Vila Militar,2005,148
Santa Cruz,Vila Militar,2006,160
Santa Cruz,Vila Militar,2007,191
Santa Cruz,Vila Militar,2008,157.623
Santa Cruz,Vila Militar,2009,151.551
Santa Cruz,Vila Militar,2010,195.741
Santa Cruz,Cel. Magalhães Bastos,2001,173.604
Santa Cruz,Cel. Magalhães Bastos,2002,204.623
Santa Cruz,Cel. Magalhães Bastos,2003,236.613
Santa Cruz,Cel. Magalhães Bastos,2004,375
Santa Cruz,Cel. Magalhães Bastos,2005,379
Santa Cruz,Cel. Magalhães Bastos,2006,415
Santa Cruz,Cel. Magalhães Bastos,2007,491
Santa Cruz,Cel. Magalhães Bastos,2008,531.085
Santa Cruz,Cel. Magalhães Bastos,2009,523.715
Santa Cruz,Cel. Magalhães Bastos,2010,579.481
Santa Cruz,Realengo,2001,371.481
Santa Cruz,Realengo,2002,479.315
Santa Cruz,Realengo,2003,563.168
Santa Cruz,Realengo,2004,657
Santa Cruz,Realengo,2005,764
Santa Cruz,Realengo,2006,922
Santa Cruz,Realengo,2007,1156
Santa Cruz,Realengo,2008,1282.121
Santa Cruz,Realengo,2009,1252.354
Santa Cruz,Realengo,2010,1414.19
Santa Cruz,Padre Miguel,2001,434.51
Santa Cruz,Padre Miguel,2002,546.067
Santa Cruz,Padre Miguel,2003,643.601
Santa Cruz,Padre Miguel,2004,665
Santa Cruz,Padre Miguel,2005,724
Santa Cruz,Padre Miguel,2006,828
Santa Cruz,Padre Miguel,2007,976
Santa Cruz,Padre Miguel,2008,1033.529
Santa Cruz,Padre Miguel,2009,996.154
Santa Cruz,Padre Miguel,2010,1056.113
Santa Cruz,Guilherme Silveira,2001,228.013
Santa Cruz,Guilherme Silveira,2002,312.861
Santa Cruz,Guilherme Silveira,2003,375.008
Santa Cruz,Guilherme Silveira,2004,386
Santa Cruz,Guilherme Silveira,2005,421
Santa Cruz,Guilherme Silveira,2006,483
Santa Cruz,Guilherme Silveira,2007,619
Santa Cruz,Guilherme Silveira,2008,709.322
Santa Cruz,Guilherme Silveira,2009,688.573
Santa Cruz,Guilherme Silveira,2010,763.16
Santa Cruz,Bangu,2001,847.135
Santa Cruz,Bangu,2002,1083.3
Santa Cruz,Bangu,2003,1285.055
Santa Cruz,Bangu,2004,1535
Santa Cruz,Bangu,2005,1714
Santa Cruz,Bangu,2006,1867
Santa Cruz,Bangu,2007,2368
Santa Cruz,Bangu,2008,2647.015
Santa Cruz,Bangu,2009,2630.496
Santa Cruz,Bangu,2010,3055.583
Santa Cruz,Senador Camará,2001,587.373
Santa Cruz,Senador Camará,2002,743.099
Santa Cruz,Senador Camará,2003,846.329
Santa Cruz,Senador Camará,2004,789
Santa Cruz,Senador Camará,2005,840
Santa Cruz,Senador Camará,2006,827
Santa Cruz,Senador Camará,2007,926
Santa Cruz,Senador Camará,2008,1004.499
Santa Cruz,Senador Camará,2009,1034.55
Santa Cruz,Senador Camará,2010,1120.02
Santa Cruz,Santíssimo ,2001,267.498
Santa Cruz,Santíssimo ,2002,345.217
Santa Cruz,Santíssimo ,2003,412.591
Santa Cruz,Santíssimo ,2004,411
Santa Cruz,Santíssimo ,2005,450
Santa Cruz,Santíssimo ,2006,457
Santa Cruz,Santíssimo ,2007,549
Santa Cruz,Santíssimo ,2008,611.72
Santa Cruz,Santíssimo ,2009,600.654
Santa Cruz,Santíssimo ,2010,646.232
Santa Cruz,Augusto Vasconcelos,2001,242.332
Santa Cruz,Augusto Vasconcelos,2002,308.731
Santa Cruz,Augusto Vasconcelos,2003,373.792
Santa Cruz,Augusto Vasconcelos,2004,327
Santa Cruz,Augusto Vasconcelos,2005,359
Santa Cruz,Augusto Vasconcelos,2006,410
Santa Cruz,Augusto Vasconcelos,2007,480
Santa Cruz,Augusto Vasconcelos,2008,530.652
Santa Cruz,Augusto Vasconcelos,2009,545.291
Santa Cruz,Augusto Vasconcelos,2010,581.946
Santa Cruz,Campo Grande,2001,1944.095
Santa Cruz,Campo Grande,2002,2192.701
Santa Cruz,Campo Grande,2003,2530.386
Santa Cruz,Campo Grande,2004,2636
Santa Cruz,Campo Grande,2005,3078
Santa Cruz,Campo Grande,2006,3171
Santa Cruz,Campo Grande,2007,3790
Santa Cruz,Campo Grande,2008,4222.134
Santa Cruz,Campo Grande,2009,4130.196
Santa Cruz,Campo Grande,2010,4410.295
Santa Cruz,Benjamim do Monte,2001,366.422
Santa Cruz,Benjamim do Monte,2002,433.148
Santa Cruz,Benjamim do Monte,2003,496.722
Santa Cruz,Benjamim do Monte,2004,406
Santa Cruz,Benjamim do Monte,2005,387
Santa Cruz,Benjamim do Monte,2006,384
Santa Cruz,Benjamim do Monte,2007,387
Santa Cruz,Benjamim do Monte,2008,403.47
Santa Cruz,Benjamim do Monte,2009,403.921
Santa Cruz,Benjamim do Monte,2010,452.909
Santa Cruz,Inhoaíba,2001,873.572
Santa Cruz,Inhoaíba,2002,773.312
Santa Cruz,Inhoaíba,2003,857.227
Santa Cruz,Inhoaíba,2004,788
Santa Cruz,Inhoaíba,2005,842
Santa Cruz,Inhoaíba,2006,879
Santa Cruz,Inhoaíba,2007,900
Santa Cruz,Inhoaíba,2008,960.436
Santa Cruz,Inhoaíba,2009,931.945
Santa Cruz,Inhoaíba,2010,1035.5
Santa Cruz,Cosmos,2001,529.505
Santa Cruz,Cosmos,2002,670.573
Santa Cruz,Cosmos,2003,774.968
Santa Cruz,Cosmos,2004,740
Santa Cruz,Cosmos,2005,736
Santa Cruz,Cosmos,2006,733
Santa Cruz,Cosmos,2007,806
Santa Cruz,Cosmos,2008,882.764
Santa Cruz,Cosmos,2009,840.585
Santa Cruz,Cosmos,2010,914.649
Santa Cruz,Paciência,2001,855.656
Santa Cruz,Paciência,2002,992.954
Santa Cruz,Paciência,2003,1159.799
Santa Cruz,Paciência,2004,1095
Santa Cruz,Paciência,2005,1063
Santa Cruz,Paciência,2006,1085
Santa Cruz,Paciência,2007,1206
Santa Cruz,Paciência,2008,1274.863
Santa Cruz,Paciência,2009,1214.705
Santa Cruz,Paciência,2010,1295.944
Santa Cruz,Tancredo Neves,2001,579.253
Santa Cruz,Tancredo Neves,2002,705.27
Santa Cruz,Tancredo Neves,2003,793.106
Santa Cruz,Tancredo Neves,2004,672
Santa Cruz,Tancredo Neves,2005,688
Santa Cruz,Tancredo Neves,2006,692
Santa Cruz,Tancredo Neves,2007,719
Santa Cruz,Tancredo Neves,2008,687.181
Santa Cruz,Tancredo Neves,2009,604.977
Santa Cruz,Tancredo Neves,2010,585.791
Santa Cruz,Santa Cruz,2001,1941.792
Santa Cruz,Santa Cruz,2002,2161.978
Santa Cruz,Santa Cruz,2003,2445.654
Santa Cruz,Santa Cruz,2004,2150
Santa Cruz,Santa Cruz,2005,2349
Santa Cruz,Santa Cruz,2006,2502
Santa Cruz,Santa Cruz,2007,2775
Santa Cruz,Santa Cruz,2008,2927.175
Santa Cruz,Santa Cruz,2009,2735.037
Santa Cruz,Santa Cruz,2010,3150.1
Saracuruna ,Barão de Mauá,2001,55.27
Saracuruna ,Barão de Mauá,2002,...
Saracuruna ,Barão de Mauá,2003,...
Saracuruna ,Barão de Mauá,2004,...
Saracuruna ,Barão de Mauá,2005,...
Saracuruna ,Barão de Mauá,2006,...
Saracuruna ,Barão de Mauá,2007,...
Saracuruna ,Barão de Mauá,2008,...
Saracuruna ,Barão de Mauá,2009,...
Saracuruna ,Barão de Mauá,2010,...
Saracuruna ,Triagem,2001,545.374
Saracuruna ,Triagem,2002,592.955
Saracuruna ,Triagem,2003,678.118
Saracuruna ,Triagem,2004,629
Saracuruna ,Triagem,2005,647
Saracuruna ,Triagem,2006,704
Saracuruna ,Triagem,2007,703
Saracuruna ,Triagem,2008,760.337
Saracuruna ,Triagem,2009,709.663
Saracuruna ,Triagem,2010,761.392
Saracuruna ,Manguinhos,2001,233.01
Saracuruna ,Manguinhos,2002,223.265
Saracuruna ,Manguinhos,2003,243.926
Saracuruna ,Manguinhos,2004,181
Saracuruna ,Manguinhos,2005,193
Saracuruna ,Manguinhos,2006,252
Saracuruna ,Manguinhos,2007,244
Saracuruna ,Manguinhos,2008,236.027
Saracuruna ,Manguinhos,2009,256.045
Saracuruna ,Manguinhos,2010,382.902
Saracuruna ,Bonsucesso,2001,549.179
Saracuruna ,Bonsucesso,2002,597.716
Saracuruna ,Bonsucesso,2003,699.68
Saracuruna ,Bonsucesso,2004,613
Saracuruna ,Bonsucesso,2005,643
Saracuruna ,Bonsucesso,2006,716
Saracuruna ,Bonsucesso,2007,827
Saracuruna ,Bonsucesso,2008,861.61
Saracuruna ,Bonsucesso,2009,804.15
Saracuruna ,Bonsucesso,2010,767.489
Saracuruna ,Ramos,2001,331.269
Saracuruna ,Ramos,2002,330.789
Saracuruna ,Ramos,2003,378.339
Saracuruna ,Ramos,2004,284
Saracuruna ,Ramos,2005,282
Saracuruna ,Ramos,2006,299
Saracuruna ,Ramos,2007,333
Saracuruna ,Ramos,2008,357.373
Saracuruna ,Ramos,2009,362.593
Saracuruna ,Ramos,2010,440.264
Saracuruna ,Olaria,2001,297.203
Saracuruna ,Olaria,2002,322.611
Saracuruna ,Olaria,2003,371.818
Saracuruna ,Olaria,2004,294
Saracuruna ,Olaria,2005,291
Saracuruna ,Olaria,2006,328
Saracuruna ,Olaria,2007,380
Saracuruna ,Olaria,2008,409.412
Saracuruna ,Olaria,2009,409.937
Saracuruna ,Olaria,2010,462.056
Saracuruna ,Penha,2001,253.978
Saracuruna ,Penha,2002,264.978
Saracuruna ,Penha,2003,306.716
Saracuruna ,Penha,2004,262
Saracuruna ,Penha,2005,276
Saracuruna ,Penha,2006,301
Saracuruna ,Penha,2007,329
Saracuruna ,Penha,2008,356.604
Saracuruna ,Penha,2009,356.928
Saracuruna ,Penha,2010,414.159
Saracuruna ,Penha Circular,2001,193.589
Saracuruna ,Penha Circular,2002,192.385
Saracuruna ,Penha Circular,2003,221.124
Saracuruna ,Penha Circular,2004,201
Saracuruna ,Penha Circular,2005,218
Saracuruna ,Penha Circular,2006,245
Saracuruna ,Penha Circular,2007,281
Saracuruna ,Penha Circular,2008,303.633
Saracuruna ,Penha Circular,2009,313.617
Saracuruna ,Penha Circular,2010,376.104
Saracuruna ,Brás de Pina,2001,104.005
Saracuruna ,Brás de Pina,2002,130.019
Saracuruna ,Brás de Pina,2003,145.571
Saracuruna ,Brás de Pina,2004,122
Saracuruna ,Brás de Pina,2005,130
Saracuruna ,Brás de Pina,2006,133
Saracuruna ,Brás de Pina,2007,146
Saracuruna ,Brás de Pina,2008,162.287
Saracuruna ,Brás de Pina,2009,161.843
Saracuruna ,Brás de Pina,2010,189.971
Saracuruna ,Cordovil,2001,125.335
Saracuruna ,Cordovil,2002,153.637
Saracuruna ,Cordovil,2003,171.113
Saracuruna ,Cordovil,2004,147
Saracuruna ,Cordovil,2005,147
Saracuruna ,Cordovil,2006,162
Saracuruna ,Cordovil,2007,187
Saracuruna ,Cordovil,2008,204.362
Saracuruna ,Cordovil,2009,217.377
Saracuruna ,Cordovil,2010,259.392
Saracuruna ,Parada de Lucas,2001,216.001
Saracuruna ,Parada de Lucas,2002,217.204
Saracuruna ,Parada de Lucas,2003,238
Saracuruna ,Parada de Lucas,2004,194
Saracuruna ,Parada de Lucas,2005,193
Saracuruna ,Parada de Lucas,2006,201
Saracuruna ,Parada de Lucas,2007,237
Saracuruna ,Parada de Lucas,2008,232.144
Saracuruna ,Parada de Lucas,2009,236.861
Saracuruna ,Parada de Lucas,2010,288.196
Saracuruna ,Vigário Geral,2001,113.205
Saracuruna ,Vigário Geral,2002,161.123
Saracuruna ,Vigário Geral,2003,180.155
Saracuruna ,Vigário Geral,2004,138
Saracuruna ,Vigário Geral,2005,122
Saracuruna ,Vigário Geral,2006,132
Saracuruna ,Vigário Geral,2007,136
Saracuruna ,Vigário Geral,2008,131.417
Saracuruna ,Vigário Geral,2009,152.996
Saracuruna ,Vigário Geral,2010,188.108
Saracuruna ,Duque de Caxias,2001,1597.484
Saracuruna ,Duque de Caxias,2002,1674.266
Saracuruna ,Duque de Caxias,2003,1893.557
Saracuruna ,Duque de Caxias,2004,1600
Saracuruna ,Duque de Caxias,2005,1557
Saracuruna ,Duque de Caxias,2006,1578
Saracuruna ,Duque de Caxias,2007,1804
Saracuruna ,Duque de Caxias,2008,1785.214
Saracuruna ,Duque de Caxias,2009,1788.386
Saracuruna ,Duque de Caxias,2010,2176.593
Saracuruna ,Gramacho,2001,2234.492
Saracuruna ,Gramacho,2002,2415.48
Saracuruna ,Gramacho,2003,2727.84
Saracuruna ,Gramacho,2004,2318
Saracuruna ,Gramacho,2005,2276
Saracuruna ,Gramacho,2006,2407
Saracuruna ,Gramacho,2007,2791
Saracuruna ,Gramacho,2008,2815.635
Saracuruna ,Gramacho,2009,2823.525
Saracuruna ,Gramacho,2010,3346.841
Saracuruna ,Campos Eliseos,2001,237.522
Saracuruna ,Campos Eliseos,2002,244.644
Saracuruna ,Campos Eliseos,2003,281.991
Saracuruna ,Campos Eliseos,2004,281
Saracuruna ,Campos Eliseos,2005,278
Saracuruna ,Campos Eliseos,2006,289
Saracuruna ,Campos Eliseos,2007,334
Saracuruna ,Campos Eliseos,2008,329.121
Saracuruna ,Campos Eliseos,2009,346.078
Saracuruna ,Campos Eliseos,2010,378.645
Saracuruna ,Jardim Primavera,2001,378.474
Saracuruna ,Jardim Primavera,2002,401.18
Saracuruna ,Jardim Primavera,2003,458.467
Saracuruna ,Jardim Primavera,2004,445
Saracuruna ,Jardim Primavera,2005,482
Saracuruna ,Jardim Primavera,2006,517
Saracuruna ,Jardim Primavera,2007,592
Saracuruna ,Jardim Primavera,2008,596.602
Saracuruna ,Jardim Primavera,2009,620.468
Saracuruna ,Jardim Primavera,2010,727.751
Saracuruna ,Saracuruna ***,2001,1710.722
Saracuruna ,Saracuruna ***,2002,1357.771
Saracuruna ,Saracuruna ***,2003,1528.225
Saracuruna ,Saracuruna ***,2004,1209
Saracuruna ,Saracuruna ***,2005,1287
Saracuruna ,Saracuruna ***,2006,1429
Saracuruna ,Saracuruna ***,2007,1630
Saracuruna ,Saracuruna ***,2008,1669.279
Saracuruna ,Saracuruna ***,2009,1678.6
Saracuruna ,Saracuruna ***,2010,1822.639
Saracuruna ,Jacarezinho ,2001,355.304
Saracuruna ,Jacarezinho ,2002,371.176
Saracuruna ,Jacarezinho ,2003,432.36
Saracuruna ,Jacarezinho ,2004,...
Saracuruna ,Jacarezinho ,2005,...
Saracuruna ,Jacarezinho ,2006,...
Saracuruna ,Jacarezinho ,2007,...
Saracuruna ,Jacarezinho ,2008,...
Saracuruna ,Jacarezinho ,2009,...
Saracuruna ,Jacarezinho ,2010,...
Belford Roxo ,Del Castilho,2001,122.544
Belford Roxo ,Del Castilho,2002,147.987
Belford Roxo ,Del Castilho,2003,175.521
Belford Roxo ,Del Castilho,2004,318
Belford Roxo ,Del Castilho,2005,286
Belford Roxo ,Del Castilho,2006,300
Belford Roxo ,Del Castilho,2007,298
Belford Roxo ,Del Castilho,2008,344.801
Belford Roxo ,Del Castilho,2009,335.897
Belford Roxo ,Del Castilho,2010,439.536
Belford Roxo ,Cintra Vidal,2001,54.222
Belford Roxo ,Cintra Vidal,2002,97.13
Belford Roxo ,Cintra Vidal,2003,138.289
Belford Roxo ,Cintra Vidal,2004,162
Belford Roxo ,Cintra Vidal,2005,154
Belford Roxo ,Cintra Vidal,2006,165
Belford Roxo ,Cintra Vidal,2007,153
Belford Roxo ,Cintra Vidal,2008,167.839
Belford Roxo ,Cintra Vidal,2009,164.772
Belford Roxo ,Cintra Vidal,2010,188.452
Belford Roxo ,Tomás Coelho,2001,67.617
Belford Roxo ,Tomás Coelho,2002,98.299
Belford Roxo ,Tomás Coelho,2003,130.436
Belford Roxo ,Tomás Coelho,2004,134
Belford Roxo ,Tomás Coelho,2005,128
Belford Roxo ,Tomás Coelho,2006,129
Belford Roxo ,Tomás Coelho,2007,131
Belford Roxo ,Tomás Coelho,2008,163.762
Belford Roxo ,Tomás Coelho,2009,164.238
Belford Roxo ,Tomás Coelho,2010,214.891
Belford Roxo ,Cavalcante,2001,64.574
Belford Roxo ,Cavalcante,2002,93.514
Belford Roxo ,Cavalcante,2003,120.023
Belford Roxo ,Cavalcante,2004,121
Belford Roxo ,Cavalcante,2005,117
Belford Roxo ,Cavalcante,2006,134
Belford Roxo ,Cavalcante,2007,138
Belford Roxo ,Cavalcante,2008,161.586
Belford Roxo ,Cavalcante,2009,156.775
Belford Roxo ,Cavalcante,2010,194.306
Belford Roxo ,Mercadão de Madureira ,2001,235.882
Belford Roxo ,Mercadão de Madureira ,2002,333.067
Belford Roxo ,Mercadão de Madureira ,2003,415.919
Belford Roxo ,Mercadão de Madureira ,2004,111
Belford Roxo ,Mercadão de Madureira ,2005,107
Belford Roxo ,Mercadão de Madureira ,2006,107
Belford Roxo ,Mercadão de Madureira ,2007,113
Belford Roxo ,Mercadão de Madureira ,2008,138.374
Belford Roxo ,Mercadão de Madureira ,2009,136.077
Belford Roxo ,Mercadão de Madureira ,2010,168.685
Belford Roxo ,Rocha Miranda,2001,45.437
Belford Roxo ,Rocha Miranda,2002,76.02
Belford Roxo ,Rocha Miranda,2003,100.572
Belford Roxo ,Rocha Miranda,2004,400
Belford Roxo ,Rocha Miranda,2005,372
Belford Roxo ,Rocha Miranda,2006,416
Belford Roxo ,Rocha Miranda,2007,506
Belford Roxo ,Rocha Miranda,2008,646.504
Belford Roxo ,Rocha Miranda,2009,628.209
Belford Roxo ,Rocha Miranda,2010,713.627
Belford Roxo ,Honório Gurgel,2001,75.639
Belford Roxo ,Honório Gurgel,2002,101.652
Belford Roxo ,Honório Gurgel,2003,129.376
Belford Roxo ,Honório Gurgel,2004,92
Belford Roxo ,Honório Gurgel,2005,90
Belford Roxo ,Honório Gurgel,2006,95
Belford Roxo ,Honório Gurgel,2007,101
Belford Roxo ,Honório Gurgel,2008,130.955
Belford Roxo ,Honório Gurgel,2009,139.521
Belford Roxo ,Honório Gurgel,2010,159.026
Belford Roxo ,Barros Filho,2001,19.523
Belford Roxo ,Barros Filho,2002,80.516
Belford Roxo ,Barros Filho,2003,119.659
Belford Roxo ,Barros Filho,2004,134
Belford Roxo ,Barros Filho,2005,129
Belford Roxo ,Barros Filho,2006,131
Belford Roxo ,Barros Filho,2007,145
Belford Roxo ,Barros Filho,2008,194.448
Belford Roxo ,Barros Filho,2009,187.708
Belford Roxo ,Barros Filho,2010,222.892
Belford Roxo ,Costa Barros,2001,71.923
Belford Roxo ,Costa Barros,2002,163.909
Belford Roxo ,Costa Barros,2003,201.981
Belford Roxo ,Costa Barros,2004,83
Belford Roxo ,Costa Barros,2005,54
Belford Roxo ,Costa Barros,2006,49
Belford Roxo ,Costa Barros,2007,51
Belford Roxo ,Costa Barros,2008,54.408
Belford Roxo ,Costa Barros,2009,53.914
Belford Roxo ,Costa Barros,2010,69.912
Belford Roxo ,Pavuna,2001,157.266
Belford Roxo ,Pavuna,2002,194.034
Belford Roxo ,Pavuna,2003,248.012
Belford Roxo ,Pavuna,2004,211
Belford Roxo ,Pavuna,2005,170
Belford Roxo ,Pavuna,2006,157
Belford Roxo ,Pavuna,2007,145
Belford Roxo ,Pavuna,2008,156.982
Belford Roxo ,Pavuna,2009,131.684
Belford Roxo ,Pavuna,2010,165.067
Belford Roxo ,Vila Rosali,2001,72.671
Belford Roxo ,Vila Rosali,2002,100.506
Belford Roxo ,Vila Rosali,2003,122.062
Belford Roxo ,Vila Rosali,2004,221
Belford Roxo ,Vila Rosali,2005,205
Belford Roxo ,Vila Rosali,2006,194
Belford Roxo ,Vila Rosali,2007,205
Belford Roxo ,Vila Rosali,2008,253.272
Belford Roxo ,Vila Rosali,2009,274.081
Belford Roxo ,Vila Rosali,2010,370.063
Belford Roxo ,Agostinho Porto,2001,130.378
Belford Roxo ,Agostinho Porto,2002,162.692
Belford Roxo ,Agostinho Porto,2003,204.784
Belford Roxo ,Agostinho Porto,2004,118
Belford Roxo ,Agostinho Porto,2005,111
Belford Roxo ,Agostinho Porto,2006,112
Belford Roxo ,Agostinho Porto,2007,108
Belford Roxo ,Agostinho Porto,2008,125.254
Belford Roxo ,Agostinho Porto,2009,107.571
Belford Roxo ,Agostinho Porto,2010,104.501
Belford Roxo ,Coelho da Rocha,2001,240.627
Belford Roxo ,Coelho da Rocha,2002,291.661
Belford Roxo ,Coelho da Rocha,2003,356.306
Belford Roxo ,Coelho da Rocha,2004,229
Belford Roxo ,Coelho da Rocha,2005,231
Belford Roxo ,Coelho da Rocha,2006,220
Belford Roxo ,Coelho da Rocha,2007,240
Belford Roxo ,Coelho da Rocha,2008,281.306
Belford Roxo ,Coelho da Rocha,2009,286.131
Belford Roxo ,Coelho da Rocha,2010,302.761
Belford Roxo ,Belford Roxo,2001,1045.123
Belford Roxo ,Belford Roxo,2002,1308.012
Belford Roxo ,Belford Roxo,2003,1600.883
Belford Roxo ,Belford Roxo,2004,419
Belford Roxo ,Belford Roxo,2005,423
Belford Roxo ,Belford Roxo,2006,446
Belford Roxo ,Belford Roxo,2007,512
Belford Roxo ,Belford Roxo,2008,602.301
Belford Roxo ,Belford Roxo,2009,567.384
